distance_km,num_waypoints,response_time_s,energy,is_valid,orig_dest,fly_zone,avoid_polygons,model,mode,memory,solution_waypoints,polygon_number,human_preference,aligned_with_human_preference
191.43581660367164,7,56.73800253868103,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.96), Waypoint(latitude=32.85, longitude=-97.5), Waypoint(latitude=32.85, longitude=-97.0), Waypoint(latitude=32.93, longitude=-96.8), Waypoint(latitude=32.91, longitude=-96.4), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.23180799871898,7,56.2995924949646,0.0,False,"['Origin4', 'Destination4']",[],['poly3-7'],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.8), Waypoint(latitude=32.88, longitude=-97.0), Waypoint(latitude=32.95, longitude=-96.7), Waypoint(latitude=32.88, longitude=-96.4), Waypoint(latitude=32.86, longitude=-96.3), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
192.1932280987146,6,44.5819616317749,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.85, longitude=-97.96), Waypoint(latitude=32.85, longitude=-97.0), Waypoint(latitude=32.95, longitude=-96.65), Waypoint(latitude=32.9, longitude=-96.45), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.31960109464328,9,48.44269561767578,0.0,False,"['Origin4', 'Destination4']",[],['poly3-3'],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.9), Waypoint(latitude=32.85, longitude=-97.7), Waypoint(latitude=32.9, longitude=-97.3), Waypoint(latitude=32.92, longitude=-97.0), Waypoint(latitude=32.95, longitude=-96.8), Waypoint(latitude=32.92, longitude=-96.5), Waypoint(latitude=32.88, longitude=-96.3), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.70688233132518,7,59.72800922393799,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.55, longitude=-97.8), Waypoint(latitude=32.48, longitude=-97.0), Waypoint(latitude=32.68, longitude=-96.9), Waypoint(latitude=32.68, longitude=-96.6), Waypoint(latitude=32.74, longitude=-96.4), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.31531915933988,5,96.51018238067627,0.0,False,"['Origin4', 'Destination4']",[],['poly3-5'],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.85, longitude=-97.7), Waypoint(latitude=32.7, longitude=-97.0), Waypoint(latitude=32.7, longitude=-96.4), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.51478408467466,5,82.84309720993042,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-97.9), Waypoint(latitude=32.8, longitude=-97.4), Waypoint(latitude=33.1, longitude=-96.98), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.35142859291938,5,51.05792498588562,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.6, longitude=-97.8), Waypoint(latitude=32.5, longitude=-97.5), Waypoint(latitude=32.55, longitude=-97.0), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
190.21483600683905,5,30.29653835296631,0.0,True,"['Origin4', 'Destination4']",[],[],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.82, longitude=-97.5), Waypoint(latitude=32.85, longitude=-97.0), Waypoint(latitude=32.95, longitude=-96.6), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
199.26923588661188,6,39.530011892318726,0.0,False,"['Origin4', 'Destination4']",[],['poly3-7'],o3-mini,Hard,False,"[Waypoint(latitude=32.72, longitude=-97.96), Waypoint(latitude=32.8, longitude=-98.0), Waypoint(latitude=32.85, longitude=-97.8), Waypoint(latitude=32.85, longitude=-97.0), Waypoint(latitude=32.95, longitude=-96.7), Waypoint(latitude=32.83, longitude=-96.25)]",poly3,"""Find the smoothest path. This means the line segments do not have sharp angles.""",True
